,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage 0,Total Investment Costs 0,Expected Number of Deaths 0,Expected Annual Damage 1,Total Investment Costs 1,Expected Number of Deaths 1,Expected Annual Damage 2,Total Investment Costs 2,Expected Number of Deaths 2
26,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,9,0,1,5,0,0,9,0,0,7,1,1,1,0,0,0.0,339882380.9592409,0.0,0.0,38696834.9441692,0.0,0.0,52509641.44813007,0.0
27,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,8,0,10,5,0,0,9,0,6,4,0,5,0,0,1,886090.2280552704,186013551.43844926,0.00035898685566830563,1100913.2675249383,113.65614618451437,0.00035898685566830563,886090.2280552704,319921940.40614283,0.00035898685566830563
28,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,10,0,1,5,0,0,8,0,0,3,7,1,4,0,5,506141.3519361191,264333081.59322384,0.00010891786512041719,0.0,15774177.087914176,0.0,0.0,211848819.05341125,0.0
29,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,10,0,3,5,0,0,9,0,0,4,0,0,0,0,1,1884422.2508003698,235522027.03023222,0.000602454644299127,2341280.1448882814,30700346.1289035,0.000602454644299127,0.0,114917368.36635461,0.0
30,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,0,0,5,0,0,9,0,0,7,0,1,0,0,2,886090.2280552704,275180035.40268475,0.0002871894845346445,1100913.2675249383,30700141.201047495,0.0002871894845346445,886090.2280552704,35575206.11287194,0.0002871894845346445
31,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,10,0,0,5,6,0,9,0,0,4,0,0,1,0,2,0.0,260558894.98750246,0.0,0.0,108827170.81332174,0.0,0.0,28520601.682718717,0.0
32,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,0,0,5,0,0,9,0,7,4,1,0,2,0,2,886090.2280552704,328891781.40610445,0.00035898685566830563,1100913.2675249383,7230162.785951331,0.00035898685566830563,886090.2280552704,75800564.63290821,0.00035898685566830563
33,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,2,8,0,0,5,0,0,9,0,0,4,1,2,6,0,1,0.0,256987110.16602707,0.0,0.0,255730049.12980515,0.0,0.0,39302876.46507785,0.0
34,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,10,0,0,5,1,0,9,0,0,4,0,1,0,0,2,1884422.2508003698,235522027.03023222,0.000602454644299127,2341280.1448882814,75941901.06433545,0.000602454644299127,0.0,34808279.09746039,0.0
35,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,8,0,10,5,0,1,9,0,1,2,3,5,0,0,2,2519250.9495215807,183650822.86667135,0.0005458367787551563,1095032.4926118066,9041139.316312954,0.00028410436832829693,0.0,474318262.07383287,0.0
36,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,8,0,5,5,0,0,9,0,6,4,0,5,1,0,1,886090.2280552704,211050793.06952432,0.0002871894845346445,1100913.2675249383,141.20104749511432,0.0002871894845346445,886090.2280552704,266956975.8838475,0.0002871894845346445
37,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,8,0,0,5,0,2,9,3,7,3,0,6,0,0,6,1101311.5146206527,184771801.1958511,0.0004010508668545509,1368312.6387533462,32742565.8823516,0.0004010508668545509,0.0,392562664.7240903,0.0
38,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,9,0,2,6,0,0,8,0,0,3,0,2,0,0,1,506141.3519361191,227747995.09779665,0.00010891786512041719,628849.875494537,85.2702727779599,0.00010891786512041719,0.0,198857004.46974075,0.0
39,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,9,0,3,5,0,3,9,0,0,3,0,2,0,0,5,506141.3519361191,309037028.72395015,8.713429209633373e-05,628849.875494537,105.93577418061841,8.713429209633373e-05,0.0,189305979.7728405,0.0
40,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,2,8,3,0,5,0,0,7,0,1,3,6,2,0,1,6,219954.53607524908,178384198.33309808,4.5920406444179705e-05,0.0,124992462.4350865,0.0,0.0,313752796.05515754,0.0
41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,0,6,5,0,0,9,0,0,4,0,1,1,0,1,886090.2280552704,229859036.18854997,0.0002871894845346445,1100913.2675249383,30700141.201047495,0.0002871894845346445,886090.2280552704,118087052.7882184,0.0002871894845346445
42,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,8,0,10,5,0,0,8,0,6,4,0,5,1,0,1,0.0,238426638.39845908,0.0,0.0,0.0,0.0,0.0,319373563.3414758,0.0
43,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,8,0,2,5,0,0,8,0,2,4,0,5,1,0,1,0.0,323026638.3984591,0.0,0.0,0.0,0.0,0.0,147002465.7822512,0.0
44,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3,9,1,0,5,7,0,9,1,0,3,4,1,0,0,0,506141.3519361191,193737028.72395015,8.713429209633373e-05,2341280.1448882814,502257861.4424577,0.000602454644299127,1884422.2508003698,38697181.0730727,0.000602454644299127
45,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,2,6,0,0,5,3,0,9,7,0,4,0,1,2,0,0,0.0,313309892.4742316,0.0,0.0,218200156.7965592,0.0,0.0,7230049.129805147,0.0
46,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,6,3,0,5,7,0,8,1,0,4,7,3,0,6,0,0.0,167107649.03655863,0.0,0.0,458111527.2875875,0.0,0.0,127533396.59679988,0.0
47,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,3,6,7,0,5,2,0,8,0,0,5,2,1,0,0,0,0.0,199181225.36064804,0.0,0.0,566283290.631324,0.0,0.0,38696834.9441692,0.0
48,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,9,0,0,5,0,0,9,1,0,5,0,6,3,0,2,886090.2280552704,226703881.2813163,0.0008615684536039333,1100913.2675249383,112067082.44417647,0.0008615684536039333,886090.2280552704,76092100.84046206,0.0008615684536039333
49,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,8,0,0,5,0,0,7,0,0,4,2,0,0,0,0,1633578.6020355998,179626170.00182682,0.000987377191846187,2029622.1531219222,39087023.7777538,0.000987377191846187,1633578.6020355998,248500221.85177836,0.000987377191846187
50,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,8,0,1,5,0,0,8,3,0,4,2,5,0,4,6,1884422.2508003698,182689702.91983077,0.0007530683053739087,0.0,104124465.31123707,0.0,0.0,217685921.61461705,0.0
51,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,8,0,3,6,0,0,9,0,0,4,1,4,1,0,2,0.0,550785652.3778424,0.0,0.0,7230049.129805147,0.0,0.0,126023331.62876856,0.0
52,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,8,0,4,5,0,2,9,0,6,3,0,5,0,0,2,1101311.5146206527,184771837.81031656,0.0003208406934836407,1368312.6387533462,187.69357051126406,0.0003208406934836407,0.0,432062104.58912694,0.0
53,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,0,0,5,0,0,9,0,0,4,1,1,0,0,2,886090.2280552704,270613578.9833506,0.0002871894845346445,1100913.2675249383,37930190.33085264,0.0002871894845346445,886090.2280552704,35055477.26360095,0.0002871894845346445
54,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,8,0,0,5,0,1,9,0,0,7,0,1,0,0,2,886090.2280552704,275180035.40268475,0.0002871894845346445,1100913.2675249383,30700141.201047495,0.0002871894845346445,0.0,80816619.8472564,0.0
55,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3,6,0,0,5,1,0,7,1,7,4,1,5,0,1,0,1633578.6020355998,164044394.72610012,0.000987377191846187,0.0,436290700.9331928,0.0,0.0,88568922.0171512,0.0
56,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,6,0,0,5,1,0,8,0,0,6,3,2,0,1,0,1884422.2508003698,169999190.2807171,0.0007530683053739087,0.0,413720317.74592876,0.0,0.0,40621055.04448791,0.0
57,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,7,0,1,5,1,3,8,0,0,3,0,2,0,2,0,506141.3519361191,173287636.75423148,0.00010891786512041719,628849.875494537,103519870.17335998,0.00010891786512041719,0.0,441102802.4797413,0.0
58,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,8,0,5,5,3,0,8,0,1,3,1,2,0,0,1,506141.3519361191,181447742.58250248,8.713429209633373e-05,2341280.1448882814,94286382.36324719,0.000602454644299127,0.0,245900743.53277934,0.0
59,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,3,6,7,0,5,6,7,8,0,0,1,4,2,0,0,0,4798854.816677001,163734313.79359764,0.0007562598589430224,0.0,625812092.2963146,0.0,0.0,145472253.23487332,0.0
60,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,0,5,0,3,5,0,0,8,7,3,3,1,1,0,2,0,219954.53607524908,159121054.71486434,0.00030613604296119795,0.0,315844652.0911627,0.0,0.0,430413933.13515157,0.0
61,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,8,0,1,5,0,0,9,0,0,4,1,6,0,1,2,1884422.2508003698,270613783.9112066,0.000602454644299127,0.0,62967263.215978876,0.0,0.0,116887377.63632447,0.0
62,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,9,0,0,5,0,1,8,0,0,4,5,5,0,0,5,881356.9785454036,191654810.21421367,0.0003551304604103712,1095032.4926118066,12661130.69308639,0.0003551304604103712,0.0,333395411.86027306,0.0
63,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,8,0,0,5,0,5,9,3,4,4,0,6,0,0,6,881356.9785454036,186013551.01280147,0.0003551304604103712,1095032.4926118066,32742528.033744942,0.0003551304604103712,0.0,400964542.61546785,0.0
64,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,3,5,1,0,5,0,3,9,0,7,3,3,5,0,6,3,1392231.5799913895,162445315.32170376,0.0003743237766309782,1100913.2675249383,172899746.37415352,0.0002871894845346445,0.0,486672032.8624109,0.0
65,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,8,0,0,5,0,0,7,1,2,4,2,5,0,3,4,1633578.6020355998,179626170.00182682,0.000987377191846187,0.0,95120210.75013739,0.0,0.0,194762244.7825206,0.0
66,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,8,0,5,5,0,0,9,0,0,3,0,5,0,1,1,1392231.5799913895,184771897.25356773,0.0003743237766309782,1729763.1430194753,25037461.222995404,0.0003743237766309782,886090.2280552704,224052845.9348233,0.0002871894845346445
67,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,3,6,0,0,5,2,0,8,3,0,2,3,1,0,0,0,2519250.9495215807,164745034.12092692,0.0005458367787551563,0.0,514953016.97988546,0.0,0.0,38177106.09489822,0.0
68,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,3,5,0,0,5,0,1,8,2,0,5,7,3,0,0,0,0.0,161736418.70451078,0.0,0.0,500174857.84660554,0.0,0.0,173192977.16134217,0.0
69,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,7,0,5,5,0,1,9,0,0,3,0,4,0,1,2,1101311.5146206527,176611716.0330815,0.0004010508668545509,1368312.6387533462,25037365.16527878,0.0004010508668545509,0.0,607069531.6566498,0.0
70,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,8,0,3,5,0,2,8,0,1,3,0,5,1,0,6,506141.3519361191,237184956.66867623,8.713429209633373e-05,628849.875494537,105.93577418061841,8.713429209633373e-05,0.0,301737387.6219996,0.0
71,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,2,6,1,0,5,0,1,8,0,7,4,3,0,0,6,2,1884422.2508003698,167107927.64410406,0.0007530683053739087,0.0,120640692.38948408,0.0,0.0,456854885.5782024,0.0
72,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,6,0,0,5,0,0,8,0,0,2,7,2,0,1,0,1637893.9709761774,164744708.22350025,0.0007851972312805785,0.0,155590184.13640258,0.0,0.0,246421055.04448792,0.0
73,0,1,1,0,0,1,0,1,1,0,1,0,0,0,0,3,5,0,0,5,1,0,7,0,1,4,0,4,0,7,5,0.0,157299366.2181845,0.0,0.0,325935068.4805716,0.0,0.0,416273662.93364286,0.0
74,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,6,0,2,5,6,0,8,1,0,3,7,3,0,0,1,1101311.5146206527,165865952.37394488,0.000962522080450922,0.0,544060802.5921474,0.0,0.0,113142869.40676646,0.0
75,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,6,0,0,5,0,0,9,0,1,3,0,5,0,0,3,506141.3519361191,169189980.7767935,8.713429209633373e-05,628849.875494537,115300105.93577418,8.713429209633373e-05,0.0,185361214.8151304,0.0
76,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,8,0,0,5,0,0,9,3,0,3,3,5,0,0,1,506141.3519361191,184771735.38701883,0.00010891786512041719,2341280.1448882814,72792630.71438068,0.0007530683053739087,0.0,153878290.7525385,0.0
77,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,7,0,5,5,0,1,8,0,7,4,0,7,0,1,2,881356.9785454036,174529452.38001412,0.0003551304604103712,1095032.4926118066,25037327.316672124,0.0003551304604103712,0.0,657434569.3599122,0.0
78,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,8,0,0,5,0,0,9,0,0,7,2,6,1,0,0,0.0,330917108.287811,0.0,0.0,39976267.63073925,0.0,0.0,17030766.014881007,0.0
79,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,3,6,0,2,5,0,1,8,7,0,3,3,3,0,0,0,506141.3519361191,165865967.30677578,8.713429209633373e-05,2341280.1448882814,84825550.1870711,0.000602454644299127,1884422.2508003698,434259921.8267505,0.000602454644299127
80,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,6,0,0,5,0,1,7,3,0,1,7,0,0,0,1,4798854.816677001,160670630.8882123,0.0009453248236787781,0.0,160663410.3324331,0.0,0.0,306778769.02160573,0.0
81,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3,6,0,4,5,1,0,8,7,0,2,1,2,0,0,1,5273388.475487572,164745683.95430174,0.0008531981313302164,628849.875494537,429877082.7111788,8.713429209633373e-05,0.0,122382098.11154965,0.0
82,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,3,6,7,0,5,1,0,8,0,0,0,4,2,0,0,3,4321609.273340263,157413416.4726866,0.0006652986977615067,0.0,374795183.2972914,0.0,0.0,275238327.9683554,0.0
83,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,3,4,0,0,5,0,7,8,0,7,3,0,1,0,0,1,1101311.5146206527,152996684.1829315,0.0003208406934836407,1368312.6387533462,236500187.69357052,0.0003208406934836407,0.0,465931166.4613153,0.0
84,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3,6,0,0,5,0,0,8,2,0,5,3,4,0,0,0,1884422.2508003698,168481571.48955154,0.000602454644299127,2341280.1448882814,372104419.40391266,0.000602454644299127,1884422.2508003698,43385476.10333625,0.000602454644299127
85,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,8,0,0,5,0,0,9,0,3,3,0,7,0,0,1,1392231.5799913895,184771897.25356773,0.0003743237766309782,1729763.1430194753,30700247.136821676,0.0003743237766309782,886090.2280552704,158153947.17838195,0.0002871894845346445
86,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,8,0,0,5,0,0,9,5,0,4,3,4,0,1,0,1884422.2508003698,216713783.91120657,0.000602454644299127,0.0,73673825.85254377,0.0,0.0,127565990.58099377,0.0
87,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,6,0,1,5,1,0,8,0,0,3,0,5,0,0,0,219954.53607524908,165865861.3710016,0.00030613604296119795,273280.14614153956,160541554.93543196,0.00030613604296119795,0.0,288740262.1340044,0.0
88,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,8,0,6,5,0,0,9,0,0,4,1,4,0,0,0,886090.2280552704,186013578.98335057,0.0002871894845346445,1100913.2675249383,37930190.33085264,0.0002871894845346445,886090.2280552704,175511076.32931218,0.0002871894845346445
89,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,2,8,1,1,5,7,0,8,3,0,3,1,6,0,0,1,219954.53607524908,181447674.49533495,4.5920406444179705e-05,0.0,404657026.4370973,0.0,0.0,114373785.25596802,0.0
90,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,3,6,0,0,5,0,0,8,2,0,5,0,4,0,0,0,0.0,168481225.36064804,0.0,0.0,483304227.82595956,0.0,0.0,126768801.5412879,0.0
91,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,9,0,3,5,0,0,9,0,1,4,0,6,1,0,0,0.0,335315924.53990674,0.0,0.0,0.0,0.0,0.0,129788773.42569876,0.0
92,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,3,6,0,3,5,1,0,8,0,0,2,3,1,0,0,0,2519250.9495215807,164745034.12092692,0.0005458367787551563,0.0,477882553.5795022,0.0,0.0,89914781.8401728,0.0
93,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,6,0,5,5,4,2,8,0,0,3,0,4,0,0,1,1101311.5146206527,165865952.37394488,0.000962522080450922,273280.14614153956,147719833.00185475,0.00011020897546603127,0.0,396226064.44087917,0.0
94,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,8,0,0,5,0,3,9,0,7,3,1,1,0,0,6,1392231.5799913895,184771849.043165,0.0004679047207887228,1100913.2675249383,37691269.02507474,0.00035898685566830563,0.0,235003878.31008837,0.0
95,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,3,6,2,0,5,1,0,9,3,0,5,1,3,0,0,0,886090.2280552704,171805380.03171328,0.0002871894845346445,2341280.1448882814,464137894.00057226,0.000602454644299127,1884422.2508003698,10341894.853226535,0.000602454644299127
96,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,6,0,0,5,6,1,7,7,0,3,4,7,0,0,4,219954.53607524908,162802408.00698426,0.00011020897546603127,0.0,247446405.8997253,0.0,0.0,343267057.0564722,0.0
97,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,3,6,3,0,5,0,0,8,3,0,2,0,3,0,0,2,5273388.475487572,164745683.95430174,0.0008531981313302164,6551864.757857655,416499372.6337255,0.0008531981313302164,0.0,67319228.61172548,0.0
98,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,8,0,0,5,0,0,8,0,0,4,2,7,0,0,0,1884422.2508003698,182689770.44118884,0.000602454644299127,2341280.1448882814,39087148.054878935,0.000602454644299127,1884422.2508003698,132747460.01256046,0.000602454644299127
99,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,3,4,0,0,5,0,4,6,0,0,6,2,4,0,0,0,1621794.7357870338,151243528.0478367,0.000976916451868347,2014981.415322276,124269984.58719149,0.000976916451868347,1621794.7357870338,665005161.6162213,0.000976916451868347
100,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,7,0,0,5,1,0,8,2,3,3,0,3,0,0,0,1101311.5146206527,173287702.56306374,0.0004010508668545509,273280.14614153956,497845820.60999817,4.5920406444179705e-05,0.0,73911188.43641998,0.0
101,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,3,8,0,6,5,0,0,9,0,0,5,0,1,0,0,6,881356.9785454036,187387154.77863517,0.00028410436832829693,1095032.4926118066,140.67224271103444,0.00028410436832829693,881356.9785454036,363693052.73784167,0.00028410436832829693
