,A.0_ID flood wave shape,A.1_Bmax,A.1_Brate,A.1_pfail,A.2_Bmax,A.2_Brate,A.2_pfail,A.3_Bmax,A.3_Brate,A.3_pfail,A.4_Bmax,A.4_Brate,A.4_pfail,A.5_Bmax,A.5_Brate,A.5_pfail,discount rate 0,discount rate 1,discount rate 2,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,scenario,policy,model
10,51.0,331.5962886224121,1.5,0.9389118178779684,270.4714285176783,1.5,0.8437136229795038,61.788720837979696,1.5,0.18052077149498305,45.40703822282471,10,0.22605225447692803,220.24486367370255,1.5,0.4760091138366068,3.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,Policy 0,dikesnet
11,35.0,110.0237164453776,1.0,0.9093887019237924,45.87528341517594,10,0.029997264381731097,277.966819896382,1.0,0.8497006753834063,284.1804700185147,10,0.37516908168936286,219.92643990093651,1.5,0.7226382822888122,4.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,Policy 0,dikesnet
12,83.0,187.58245864944715,1.5,0.22940395452771106,294.9797188129722,10,0.492692511589792,166.1687579766116,1.5,0.4848036394215068,266.7674565852038,1.5,0.6078753771123067,98.07101792305451,1.0,0.4460714914918376,4.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,Policy 0,dikesnet
13,39.0,192.50954852072283,10,0.37542346547027655,204.65017288448036,1.0,0.5958012021518899,86.84701329326896,10,0.14524071094575075,255.93766756735903,10,0.4502900608689433,263.3945687019604,10,0.9414625050469979,2.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,Policy 0,dikesnet
14,64.0,258.7552396181286,1.0,0.3993503409746324,159.3516505698729,1.5,0.538214384399379,283.42000018431975,1.0,0.2183729417625839,75.95116547568944,1.5,0.8225438007357224,44.86227448508464,1.5,0.6321749709225966,4.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,Policy 0,dikesnet
15,64.0,181.50506609262752,1.0,0.8895539887688013,294.1238445860248,10,0.7030005579039635,74.59469038595545,1.5,0.41391968774275273,266.89631006661375,1.5,0.5054040028318928,163.65557438865838,1.0,0.33061222554119224,1.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,Policy 0,dikesnet
16,56.0,321.4463739178063,1.5,0.5096279840854055,272.67503737213536,1.0,0.6571129416263701,284.1201628090063,1.0,0.29122077003014235,317.63755615687336,10,0.037802836288394655,186.68958092167344,1.5,0.9808434902572253,1.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16,Policy 0,dikesnet
17,8.0,188.67278368047494,1.5,0.4693045383292214,316.3690677681162,10,0.7343282630575406,173.0064831029709,1.0,0.4226838844094822,321.55253114533133,1.5,0.45972932313841086,229.2485482319485,10,0.7776608088803758,2.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,Policy 0,dikesnet
18,37.0,157.79957952149846,10,0.15734120459919873,99.2770509544829,1.0,0.17864975210925002,121.02335640844453,1.0,0.2312392971024531,249.29720148601598,10,0.23872854135230046,124.07303208487411,10,0.534212622292272,2.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,Policy 0,dikesnet
19,102.0,332.9902185945861,10,0.9048723363180959,68.0938335281432,10,0.2551778477347155,298.76921611307563,1.5,0.08460729625073724,35.317447753612775,1.5,0.4485034234993753,100.55612986621281,10,0.19697996875319987,2.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,Policy 0,dikesnet
20,85.0,239.5684280643688,1.0,0.386928387580824,221.80814160527086,10,0.41010510178396725,257.3026719422346,1.0,0.6280106427289844,39.437187881730004,1.5,0.8386906604595913,209.52874731477993,1.0,0.49100566442539284,2.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,Policy 0,dikesnet
21,0.0,100.04694316221989,1.5,0.11132963358471812,233.69592621245746,1.0,0.47828719542623827,263.79758499049353,1.5,0.05850834263388656,304.4628154803939,1.5,0.19248998678924384,109.0671107125671,1.5,0.5596385658188139,3.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21,Policy 0,dikesnet
22,76.0,96.56585898717762,10,0.6100550469296462,171.46309300622323,10,0.8240404310196272,280.9675556414078,1.5,0.26056068827279355,60.24489035752747,1.5,0.3259917748789661,152.34792578291064,1.5,0.5176932958381055,4.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,Policy 0,dikesnet
23,58.0,270.0865313180564,1.5,0.10237020708205254,337.1848054481129,1.0,0.4661588516583226,48.3949344650765,1.5,0.11706319067997178,200.05435291025802,1.5,0.6480374877375426,323.7447301179891,1.0,0.2530815350501143,2.5,3.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23,Policy 0,dikesnet
24,80.0,249.367920339541,1.0,0.3076541550292207,319.04765632721075,1.5,0.9721139722943445,289.7625552287227,1.5,0.08065263705081185,136.57327514267212,10,0.5414027231519626,246.01417419085755,1.5,0.22680588752702563,2.5,2.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24,Policy 0,dikesnet
25,7.0,110.98176895217954,10,0.720741232221231,196.90553945683052,10,0.8202669636874765,270.14098452896746,1.0,0.39608820463267314,47.564325593367485,10,0.8544531932711565,302.8190274303747,10,0.23749517832030148,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,Policy 0,dikesnet
26,65.0,130.8148201847125,1.0,0.3737665375521501,336.83071982351373,10,0.25992140302862377,87.42319627133462,1.5,0.9635549927580134,168.00667100556598,10,0.6496779179919052,36.266741015866856,10,0.2367948145765369,3.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26,Policy 0,dikesnet
27,101.0,94.87061661988369,10,0.4153211340697275,333.26576460752176,1.0,0.8230007768367924,238.52489807352245,1.5,0.8724105106326158,76.71581582749374,10,0.5090628328412382,55.0047428445343,1.5,0.2747851444489918,3.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27,Policy 0,dikesnet
28,130.0,67.47029976156483,10,0.7677986696157877,70.38472943591232,1.0,0.9906772956943715,244.45840593863988,10,0.08928708255066012,348.7872227220238,1.5,0.35034193168714334,296.6365660911408,1.0,0.8076534433308655,1.5,3.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28,Policy 0,dikesnet
29,89.0,317.9266336503682,1.5,0.9829499088940814,301.86489111053766,1.5,0.6825394464712616,153.26530635599522,1.0,0.6312095238655416,346.46134017445115,1.5,0.18616399497072436,73.23611176454614,1.5,0.24424867274615256,3.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29,Policy 0,dikesnet
30,117.0,184.52951438350166,10,0.8154139029493283,116.2690211637654,1.0,0.49319772374978754,178.94764890609602,1.5,0.6627109812758201,246.9880164303659,1.5,0.6643189620856034,155.78036021730594,10,0.4215769527199819,2.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30,Policy 0,dikesnet
31,113.0,103.91163203837556,1.0,0.8672590077675146,59.07413140314695,10,0.10567897494612952,277.8142674740444,10,0.1328094184189819,271.6103018122861,1.0,0.9399685347599683,115.61791264950364,10,0.3237940131023547,3.5,1.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,Policy 0,dikesnet
32,117.0,46.16491605667961,1.5,0.9498018723497454,114.08940786444519,1.5,0.5400205476988957,281.7549918065702,1.0,0.33050825657756,153.69499146382952,1.0,0.7936596347340639,184.39580579595201,10,0.6336708269614818,2.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32,Policy 0,dikesnet
33,41.0,217.20050015622598,10,0.42378408317620275,321.78686790188794,10,0.1692683317826077,228.32872917457598,10,0.06714747472787785,181.30377080826722,1.0,0.4959746159147278,256.4966140106329,1.0,0.4314316930031763,1.5,2.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,Policy 0,dikesnet
34,17.0,323.2445789017678,1.5,0.4434032417336577,54.655038028829864,1.5,0.4601009654076748,348.4965299392914,1.5,0.33491059239273374,87.6875564779795,1.0,0.48004708698301596,209.77548565462678,1.5,0.5052946192331861,3.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,Policy 0,dikesnet
35,3.0,30.81890949531281,10,0.6818825996359602,131.3657860063445,1.5,0.6327409472175011,241.88290942268353,10,0.5944461607831237,110.36207273542104,10,0.4113554914819417,50.6613090255961,10,0.9814417128224393,4.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35,Policy 0,dikesnet
36,127.0,294.46513965122705,10,0.7371582573545987,220.6753095489975,1.5,0.5597506014062139,189.76232211299987,1.5,0.9208087577878926,31.850184097319097,1.0,0.49239074244959746,312.77395639435554,10,0.28861861120466914,2.5,4.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36,Policy 0,dikesnet
37,103.0,154.1762624552756,1.5,0.23415809263335152,115.49321935199154,10,0.6764043991058484,178.1649210760322,1.0,0.16444732786331498,146.51754665527204,1.0,0.7247189207284115,157.4591685806314,10,0.5494264156467091,1.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37,Policy 0,dikesnet
38,106.0,30.705354480421285,1.5,0.009466184403954168,101.50640383545382,10,0.17048016422708656,262.2446987657317,1.5,0.7155063721999427,248.653180191647,10,0.30287392657825796,35.90043081170627,1.5,0.2199447046057601,2.5,3.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38,Policy 0,dikesnet
39,32.0,140.4590088178409,10,0.24447699986387195,33.47208173876674,1.5,0.23603555196048628,238.26803909003758,1.5,0.3887653097815611,268.1509416978963,1.0,0.43304046622379655,345.9405767962586,10,0.16721310994152166,4.5,4.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,Policy 0,dikesnet
40,38.0,335.5567757731811,10,0.274803060974749,104.53042213802834,1.0,0.19241916862853348,166.94812712146972,10,0.6505327494826362,119.26226742128307,1.0,0.7287729352902214,268.34391650906264,1.0,0.9403395978134399,4.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40,Policy 0,dikesnet
41,106.0,175.85328373090758,10,0.07629163919595894,232.73944988300946,1.5,0.6178022200401699,231.17652380281612,1.0,0.9816382966069084,98.22200378910932,10,0.7935028942360521,32.12066969903744,1.0,0.7490052946998348,3.5,2.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41,Policy 0,dikesnet
42,129.0,286.8125082453494,1.5,0.5905929709605179,78.378536180808,1.5,0.42705816728969265,162.89139499079772,1.0,0.14546089269312612,67.15621919877296,1.5,0.4433934265228609,75.81763913900414,1.0,0.13892450538874102,2.5,3.5,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42,Policy 0,dikesnet
43,17.0,333.44129241838044,10,0.3904989640333933,78.55672627710973,10,0.057626515337444645,112.05614774088049,10,0.06638477823318392,238.1836091046637,10,0.806482920077183,293.95757302281726,10,0.06787269724103272,3.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,Policy 0,dikesnet
44,12.0,99.55205936508612,1.5,0.7668697676280438,159.6562547942988,1.5,0.28688574810449236,296.11796678998235,1.5,0.9532321851705664,148.28238327434292,1.0,0.9818141519402032,96.02613234560997,1.0,0.3440733907682363,2.5,1.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44,Policy 0,dikesnet
45,14.0,201.95552216377436,1.0,0.6581007719178152,214.68051153323069,1.5,0.6210402019647236,30.275466977293615,1.5,0.01986379921863363,143.85078911479013,1.5,0.945832653982741,264.20762151363976,1.0,0.9768998016650773,2.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,Policy 0,dikesnet
46,50.0,326.4613821090405,1.5,0.2458621544026095,289.6094657292861,1.5,0.1595070235523349,186.94959468422735,1.0,0.21766714272332996,200.1467408925825,1.5,0.9713529423663175,125.35405547651779,10,0.8948240457508574,4.5,4.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46,Policy 0,dikesnet
47,85.0,331.5352549655768,10,0.31754255376073176,197.33277782030245,10,0.3349074509584777,102.30914650601954,1.5,0.3498248753144097,278.73244254765143,1.0,0.5489734135276645,297.2205128094226,10,0.858241383671435,3.5,1.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47,Policy 0,dikesnet
48,62.0,242.5046856846925,1.5,0.4117678453682302,229.48067784713965,1.0,0.9536481389489627,336.0990989553781,1.0,0.2210356690528441,213.40137593101377,1.0,0.3687486185214084,343.7087366232899,1.5,0.7256045004501103,3.5,4.5,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,Policy 0,dikesnet
49,89.0,212.65540071228946,10,0.8693898366259302,55.02848832031375,10,0.5951196763345189,186.0446429387293,1.0,0.6264697798856369,94.36859762717472,10,0.8085416788474286,231.78805319174478,1.0,0.4886854289971654,4.5,2.5,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49,Policy 0,dikesnet
