,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage 0,Total Investment Costs 0,Expected Number of Deaths 0,Expected Annual Damage 1,Total Investment Costs 1,Expected Number of Deaths 1,Expected Annual Damage 2,Total Investment Costs 2,Expected Number of Deaths 2
23,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,0,2,0,0,4,7,3,2,5,2,3,0,0,228244.34309352335,160877942.24685383,5.600897559933208e-05,0.0,50982497.48181696,0.0,0.0,159594586.6878596,0.0
24,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,6,0,0,2,0,0,2,6,0,2,3,6,2,0,5,213454.90662565577,160613890.4174513,5.028871094800071e-05,0.0,42622306.65482829,0.0,0.0,259915030.02078056,0.0
25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,2,0,0,4,0,3,2,0,2,3,0,6,228244.34309352335,160877950.62843406,4.4807180479465655e-05,263137.70598689356,128670586.81206337,4.4807180479465655e-05,0.0,80065567.48652317,0.0
26,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,6,0,2,2,0,0,5,0,1,1,2,2,2,0,5,2481503.874537088,166233563.51805535,0.0005526498162759969,2147988.565184117,7582896.253879672,0.0007539464577359075,0.0,675424977.5809562,0.0
27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,3,3,0,3,2,0,2,3,5,7,4,0,6,0.0,165813548.20266658,0.0,0.0,12242674.789687892,0.0,0.0,532080438.53437483,0.0
28,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,5,1,0,2,0,0,5,4,0,3,6,2,3,0,3,0.0,164394252.72805238,0.0,0.0,83830839.73536788,0.0,0.0,261291524.58168554,0.0
29,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,3,7,0,0,0,0,3,3,4,2,4,4,6,5,0,5,749852.0485830335,138709025.17148164,0.0002494280659452546,864487.3525424564,40293571.1244243,0.0002494280659452546,0.0,505442797.4396349,0.0
30,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,7,0,0,0,0,3,0,0,2,2,2,6,3,0,6,744000.1531953303,105822666.38538519,0.0007368414602867601,857740.8355987067,123141785.58063807,0.0007368414602867601,0.0,244252454.28275704,0.0
31,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,6,0,0,2,0,0,2,0,2,3,5,1,3,7,0,0.0,164508480.45238444,0.0,0.0,176423149.46952072,0.0,0.0,62678782.661272824,0.0
32,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,5,0,1,0,1,0,0,0,2,1,2,3,1,1,1,3362611.1828329028,85331032.97983965,0.0009126974563096473,2147988.565184117,187020775.32001293,0.0007539464577359075,0.0,127671285.76806171,0.0
33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,2,0,0,2,6,0,2,8,5,3,0,3,228244.34309352335,272534235.5066451,5.600897559933208e-05,0.0,50809945.22433473,0.0,0.0,49059433.71449578,0.0
34,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,2,0,7,2,0,0,2,2,2,5,0,6,228244.34309352335,162967496.1170754,0.00037339317066221377,0.0,7841728.413206597,0.0,0.0,269067733.99087214,0.0
35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,7,0,0,2,0,0,5,0,1,1,2,2,3,0,1,2481503.874537088,176428549.7057372,0.0005526498162759969,0.0,7582623.674252467,0.0,0.0,315915003.5424845,0.0
36,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,0,0,0,3,0,0,3,0,3,0,1,2,0,1,744000.1531953303,90004261.75904828,0.0002456138200955867,2147988.565184117,187341070.65456304,0.0006031571661887259,0.0,64468690.148804516,0.0
37,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,6,0,2,0,0,2,4,2,2,0,2,0,1,0,1790040.5982232045,126291151.2319357,0.0005448357374755257,246087.3014412748,330900649.50890356,4.023096875840056e-05,0.0,34960918.71404243,0.0
38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,1,0,2,0,0,5,4,1,2,7,2,5,0,0,228244.34309352335,183764614.78374547,4.4807180479465655e-05,0.0,87850833.48310646,0.0,0.0,37388069.02755045,0.0
39,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,1,0,0,6,0,1,0,2,1,0,1,2,0,0,3181874.755107999,108171323.54932718,0.0008452965510834828,2825017.0744769513,341221504.2771706,0.0005406216975196224,228915.4429915467,29462132.495816883,5.028871094800071e-05
40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,1,0,0,5,7,2,2,7,2,2,0,4,763506.4711543402,170092928.88661885,0.00032290996615976625,880229.225411205,55735004.965051785,0.00032290996615976625,818807.2358426696,78794784.00771728,0.00032290996615976625
41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,6,3,0,7,5,0,2,0,1,2,0,0,2091398.9875186281,189149863.15843412,0.0006479643466681916,2411126.2711710106,179563789.22893405,0.0006479643466681916,1998102.9133160615,6760493.725495278,0.0006031571661887259
42,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,6,1,0,2,0,0,1,5,0,3,5,4,3,0,3,0.0,247239949.8809014,0.0,0.0,112722725.13566023,0.0,0.0,46255599.51163038,0.0
43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,2,0,0,5,4,1,2,1,2,5,0,0,228244.34309352335,268364592.64986372,0.00013442154143839696,0.0,79358018.51827133,0.0,0.0,35576700.965854004,0.0
44,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,5,0,0,1,0,0,2,5,0,3,7,1,2,0,0,1863154.6444251048,150417356.5814159,0.0007539464577359075,2147988.565184117,161874604.913065,0.0007539464577359075,1998102.9133160615,39545215.12098019,0.0007539464577359075
45,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,6,0,0,6,5,0,2,7,1,5,0,0,228244.34309352335,324891681.0065735,0.00013442154143839696,0.0,50483735.8901514,0.0,0.0,8552689.812428854,0.0
46,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,3,0,1,0,0,2,2,0,3,7,1,5,7,0,0.0,159515529.87442794,0.0,0.0,257089161.5962406,0.0,0.0,39544942.54135299,0.0
47,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,0,2,0,0,2,7,2,1,2,2,3,0,0,2636994.143797594,155631485.22613692,0.0006127904100578717,0.0,159482904.22126627,0.0,0.0,38105014.0907752,0.0
48,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,1,3,0,7,5,0,3,0,1,5,0,0,763506.4711543402,171569393.50104535,0.00025832797292781295,0.0,220540327.1549009,0.0,0.0,6991155.368928562,0.0
49,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,2,6,0,0,0,1,0,0,0,1,3,0,6,5,0,4,740098.8896035287,105847490.93603641,0.00030383873691142697,0.0,153545121.95176405,0.0,0.0,225603620.70483917,0.0
50,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,9,1,0,1,0,0,6,3,0,5,7,0,4,3,0,0.0,199354168.70417875,0.0,0.0,156130649.33685026,0.0,0.0,30700000.0,0.0
51,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,2,0,0,2,0,2,2,3,2,5,0,1,228244.34309352335,162967539.0828459,4.4807180479465655e-05,0.0,9040998.644070243,0.0,0.0,196627682.67766178,0.0
52,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,2,0,0,6,4,0,3,5,4,4,0,0,0.0,268786740.60006654,0.0,0.0,170507814.4727708,0.0,0.0,12685129.974432753,0.0
53,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,5,7,3,2,3,0,0,4,2,2,4,3,3,0,0,228244.34309352335,134474528.12035716,0.00037339317066221377,0.0,283844817.8520867,0.0,0.0,129691942.36713012,0.0
54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,2,0,0,5,1,1,1,1,5,2,1,1,2636994.143797594,159488768.08321738,0.0006127904100578717,263137.70598689356,57327127.333078444,5.600897559933208e-05,0.0,148964008.38143724,0.0
55,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,7,2,0,2,0,0,2,3,3,3,3,5,2,2,0,1863154.6444251048,169157213.13071835,0.0006031571661887259,0.0,111858993.60177629,0.0,0.0,72865815.15872395,0.0
56,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,5,0,1,0,1,0,1,0,5,2,3,1,2,0,1,734246.9942158257,139882220.8196471,0.00023925674367947355,2147988.565184117,162586459.23593587,0.0006031571661887259,0.0,133413099.36222328,0.0
57,0,0,0,0,0,1,0,1,1,0,0,1,0,0,1,3,5,0,0,1,0,0,0,3,2,2,1,6,2,0,2,0.0,127127938.32589866,0.0,0.0,61658187.5367551,0.0,0.0,693735330.2045112,0.0
58,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,5,1,0,0,0,0,0,5,1,1,2,0,5,0,0,3362611.1828329028,96970618.91489062,0.0007301579650477177,857740.8355987067,190357134.19848213,0.0002456138200955867,797888.0755042676,54712888.412255175,0.0002456138200955867
59,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,3,2,1,0,1,0,3,1,2,5,3,0,6,2636994.143797594,153762954.65465388,0.0006127904100578717,0.0,48486139.52466421,0.0,0.0,247140658.23528185,0.0
60,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,5,0,0,0,0,4,0,3,6,3,1,3,5,0,4,740098.8896035287,99102646.67996833,0.0007292129685874246,853243.1576362072,61889244.776398145,0.0007292129685874246,0.0,373739829.4340571,0.0
61,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,4,1,2,0,2,0,0,0,3,1,3,2,2,0,4,3362611.1828329028,81747614.81674801,0.0007301579650477177,2147988.565184117,204259093.56944877,0.0006031571661887259,0.0,227652516.74655655,0.0
62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,0,0,6,0,0,5,0,0,2,6,5,5,0,3,228244.34309352335,318559622.4525676,5.600897559933208e-05,0.0,13461334.62204362,0.0,0.0,50386239.56553854,0.0
63,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,3,7,0,0,1,0,3,0,4,2,5,0,6,5,0,5,1427725.0674413422,154129757.75444868,0.0008928648074452899,0.0,26403379.542306438,0.0,0.0,758909354.9101909,0.0
64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,3,3,0,0,2,1,1,1,3,2,3,0,6,2636994.143797594,160655769.11773923,0.0006127904100578717,0.0,30452545.96218602,0.0,0.0,210012022.3166079,0.0
65,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,8,0,0,5,0,0,5,1,0,5,0,2,5,0,0,0.0,327553035.70671874,0.0,0.0,24012770.504427776,0.0,0.0,8673386.123878948,0.0
66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,6,4,2,2,2,0,2,1,0,763506.4711543402,257293291.03775248,0.0007749839187834389,880229.225411205,66920121.972759396,0.0007749839187834389,818807.2358426696,31020351.324547842,0.0007749839187834389
67,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,6,0,0,6,2,3,1,1,1,2,0,3,2636994.143797594,269915856.4399271,0.0006127904100578717,2411126.2711710106,33656284.92923775,0.0008099554333352396,0.0,70881943.06532262,0.0
68,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,5,0,0,1,0,0,7,3,0,2,1,6,2,0,0,753753.3121748352,161349619.0616842,0.0002519708965116998,868985.0305049559,121974699.78956044,0.0002519708965116998,808347.6556734687,44621438.94161383,0.0002519708965116998
69,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,3,5,6,0,0,3,0,0,0,3,3,0,2,2,1,7,734246.9942158257,120704260.66941269,0.00023925674367947355,0.0,394944966.6052295,0.0,0.0,111888194.11398566,0.0
70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,6,0,0,4,5,0,2,0,2,2,0,0,2091398.9875186281,181331606.52036342,0.0008099554333352396,2411126.2711710106,117541361.44701101,0.0008099554333352396,1998102.9133160615,7842000.992833802,0.0007539464577359075
71,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,3,5,0,3,0,0,0,0,3,2,2,0,5,2,0,5,744000.1531953303,88882934.281962,0.0002456138200955867,857740.8355987067,54898150.35918878,0.0002456138200955867,797888.0755042676,714811326.4434884,0.0002456138200955867
72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,5,1,0,3,0,0,2,4,1,1,7,2,3,0,2,2636994.143797594,160655769.11773923,0.0006127904100578717,0.0,81663641.63220724,0.0,0.0,149529603.46592942,0.0
73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,5,0,0,6,2,1,5,1,0,5,1,0,0.0,299453436.29482144,0.0,0.0,64213733.56689602,0.0,0.0,26559454.690911457,0.0
74,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,2,5,0,0,1,0,0,0,4,0,1,3,5,2,3,0,201130.37623576593,126116691.04349399,4.552182373855788e-05,0.0,98306888.56485552,0.0,0.0,505261017.462588,0.0
75,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,5,4,0,0,5,3,0,0,3,3,0,5,2,2,8,734246.9942158257,120704260.66941269,0.00023925674367947355,0.0,260806367.36433274,0.0,0.0,179170806.29348218,0.0
76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,0,0,5,0,0,4,5,0,2,0,1,2,0,0,2091398.9875186281,181441412.6671351,0.0008099554333352396,2411126.2711710106,117541361.44701101,0.0008099554333352396,1998102.9133160615,6760427.66502092,0.0007539464577359075
77,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,0,2,0,0,7,3,0,1,0,5,2,0,1,2636994.143797594,164911932.690931,0.0006127904100578717,3040130.5035430742,145914844.52353528,0.0006127904100578717,0.0,38224535.86554638,0.0
78,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,3,7,6,0,0,0,0,0,1,3,2,0,1,1,1,5,213454.90662565577,131208338.90153925,4.023096875840056e-05,246087.3014412748,153709309.71903604,4.023096875840056e-05,0.0,222911103.06609565,0.0
79,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,5,1,0,0,0,0,0,7,0,1,0,0,5,0,0,3352858.023853398,127670617.82525502,0.0007238008886316045,3865433.6705073304,188198192.71245256,0.0007238008886316045,3595705.490922231,30700635.488336697,0.0007238008886316045
80,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,5,0,0,0,0,0,1,4,7,1,0,3,2,0,1,3362611.1828329028,108171336.48864186,0.0009126974563096473,3876677.8654135796,142606118.01012745,0.0009126974563096473,797888.0755042676,106701835.8112354,0.00030701727511948343
81,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,5,0,0,3,0,0,4,2,0,2,0,1,2,0,0,2091398.9875186281,163129202.64335862,0.0008099554333352396,2411126.2711710106,109956971.95717221,0.0008099554333352396,1998102.9133160615,37460427.66502091,0.0007539464577359075
82,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,5,0,0,2,0,0,5,0,0,1,0,2,5,0,0,2450405.820684988,253187298.72837058,0.0004324973580156978,2825017.0744769513,151900503.58934548,0.0004324973580156978,0.0,7582623.674252467,0.0
83,0,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,6,7,0,0,0,0,0,1,3,2,0,1,1,0,2,213454.90662565577,123786607.14879037,0.00033525807298667135,246087.3014412748,218957720.62701505,0.00033525807298667135,0.0,212205656.69316941,0.0
84,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,6,1,0,0,3,0,0,2,0,1,2,0,2,0,0,3362611.1828329028,94616979.69838864,0.0007301579650477177,2147988.565184117,232891067.42057443,0.0006031571661887259,1998102.9133160615,30700338.640101563,0.0006031571661887259
85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,1,0,0,6,4,6,2,5,7,3,1,0,763506.4711543402,175466587.1124772,0.0007749839187834389,880229.225411205,71831559.74223517,0.0007749839187834389,818807.2358426696,61980917.897515655,0.0007749839187834389
86,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,9,0,0,3,5,0,2,1,1,2,0,0,2091398.9875186281,203073236.63292614,0.0006479643466681916,2147988.565184117,123213116.629639,0.0006031571661887259,1998102.9133160615,6991494.009030124,0.0006031571661887259
87,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,3,5,0,0,0,0,0,0,4,3,0,0,3,2,0,0,2450405.820684988,112251239.74395832,0.0004324973580156978,2825017.0744769513,57103883.13165192,0.0004324973580156978,0.0,272632333.60736823,0.0
88,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,4,5,0,0,0,3,3,0,0,0,0,0,4,3,3,0,2981632.0094240867,84324734.8523657,0.0006096023638536286,2609903.6454108288,317913737.104061,0.0003747623879850984,0.0,214511871.97400138,0.0
89,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,0,0,0,0,0,2,0,1,1,0,1,2,3,0,3181874.755107999,110039854.12081026,0.0008452965510834828,3668310.953291206,268961740.6095918,0.0008452965510834828,804163.8236057886,28247160.989198864,0.0003117850824315683
90,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,0,0,3,0,0,2,7,0,2,0,2,2,0,0,2091398.9875186281,243493641.29985595,0.0008099554333352396,2411126.2711710106,67300587.71083127,0.0008099554333352396,1998102.9133160615,7842000.992833802,0.0007539464577359075
91,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,4,5,3,0,0,2,0,0,1,3,3,0,5,2,0,4,0.0,120704143.85122088,0.0,0.0,823545873.6567991,0.0,0.0,103664713.2376717,0.0
92,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,3,5,0,3,0,0,0,0,3,2,1,0,3,2,1,0,736197.6260117267,87871653.500398,0.00024052815896269638,848745.4796737076,202875684.26735628,0.00024052815896269638,789520.4113689075,319789390.47952664,0.00024052815896269638
93,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,5,0,0,2,0,0,1,4,4,1,1,0,2,0,0,2636994.143797594,150989658.57992914,0.0006127904100578717,2411126.2711710106,149142700.24148726,0.0008099554333352396,2242878.991484173,61933831.46924119,0.0008099554333352396
94,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,1,0,1,5,0,3,3352858.023853398,127670617.82525502,0.0007238008886316045,3865433.6705073304,115300635.4883367,0.0007238008886316045,787428.4953350672,73140835.627338,0.00023925674367947355
95,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,7,0,2,0,0,3,2,0,1,1,1,2,0,0,2636994.143797594,154888504.90546075,0.0004902323280462972,2411126.2711710106,226960125.49495217,0.0006479643466681916,1998102.9133160615,6760493.725495278,0.0006031571661887259
96,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,4,5,3,0,0,1,3,0,0,2,3,0,1,2,0,4,734246.9942158257,120704280.13911133,0.00023925674367947355,2147988.565184117,203573687.38986316,0.0006031571661887259,0.0,145033637.63401338,0.0
97,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4,5,0,0,1,2,0,0,3,0,1,0,6,3,0,5,2636994.143797594,128890561.52881077,0.0004902323280462972,3040130.5035430742,183780197.06159604,0.0004902323280462972,0.0,84282983.71921553,0.0
98,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,4,5,0,0,0,0,0,0,4,2,3,0,1,2,0,4,734246.9942158257,120704280.13911133,0.00023925674367947355,846496.6406924576,57103515.83019689,0.00023925674367947355,787428.4953350672,183345094.9731006,0.00023925674367947355
99,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,3,5,3,0,0,1,3,0,0,3,0,0,3,2,0,0,3172121.596128494,81551355.5677539,0.0006698801644506731,2825017.0744769513,203573795.89909017,0.0004324973580156978,0.0,234028965.69132364,0.0
100,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,5,1,0,1,0,0,0,4,0,2,0,0,2,5,0,2091398.9875186281,157828319.9317707,0.0006479643466681916,263137.70598689356,219605466.0495152,4.4807180479465655e-05,244776.07816811156,42.96577049037752,4.4807180479465655e-05
